"STARTUP_ID","ORDER_ID","SPM","MONTH","SUM(USED_AMOUNT_CD)","SUM(PAYG_AMOUNT_CD)","SUM(PROMO_AMOUNT_CD)"
119,2518,"10910087",01-OCT-19,625.566019836,17.586576728,607.979443108
1007,3066,"11046123",01-OCT-19,40.895957853,0,40.895957853
30184,12354,"18336530",01-JUN-22,43.53617862,0,43.53617862
829,2908,"11015875",01-SEP-19,77.445354788,0,77.445354788
719,2798,"10998155",01-SEP-19,0.000000003951,0,0.000000003951
781,2842,"11000976",01-SEP-19,39.7339759406723,0,39.7339759406723
671,2750,"10985813",01-SEP-19,11.47364664,0,11.47364664
925,2985,"11019628",01-SEP-19,0.0000000002195,0,0.0000000002195
9972,7708,"12512759",01-JUN-22,10.542295701,0,10.542295701
19723,8002,"13600269",01-JUN-22,761.5038720058,761.5038720058,0
2314,5551,"11283999",01-JUN-22,1165.4077091028,0,1165.4077091028
1263,3322,"11082231",01-OCT-21,0,0,0
2573,5790,"11325671",01-JUN-22,1534.82377825,1534.82377825,0
1247,3306,"11080747",01-OCT-19,0,0,0
4534,7200,"11771562",01-JAN-22,23.060316921,0,23.060316921
4624,7250,"11775121",01-JAN-22,83.888777049,0,83.888777049
19373,7847,"12406597",01-JAN-22,32.0664,0,32.0664
1461,3540,"11106300",01-OCT-21,70.93885031,70.93885031,0
951,3010,"11023834",01-SEP-19,246.074293539,0,246.074293539
115,2514,"10915720",01-OCT-19,68.307834779,0,68.307834779
986,3045,"11051503",01-SEP-19,0,0,0
119,2518,"10910087",01-SEP-19,235.292126493,0,235.292126493
792,2853,"11001768",01-NOV-19,332.204020654,136.869397816,195.334622838
19370,7844,"12324944",01-JUN-22,772.692065116,0,772.692065116
4413,7128,"11765209",01-JUN-22,265.1635,265.1635,0
1248,3307,"11080775",01-NOV-19,0,0,0
1067,3126,"11060321",01-OCT-19,0,0,0
233,2612,"10927823",01-OCT-19,129.847622411,0,129.847622411
819,2880,"11010110",01-OCT-19,14.806575012,0,14.806575012
1065,3124,"11056063",01-OCT-19,0,0,0
683,2763,"10986015",01-OCT-19,58.165333511,0,58.165333511
19591,7922,"13194268",01-SEP-21,6166.9219743961,0,6166.9219743961
1125,3184,"11064517",01-OCT-19,5.838533478,0,5.838533478
4075,6950,"11743183",01-SEP-21,55.037663926,55.037663926,0
1267,3326,"11082483",01-SEP-21,188.041532916,0,188.041532916
1322,3381,"11086549",01-NOV-19,7.659594106,0,7.659594106
1201,3260,"11078500",01-OCT-19,0.037754,0,0.037754
1404,3483,"11100909",01-NOV-19,0,0,0
679,2759,"10983956",01-NOV-19,37.405634768,0,37.405634768
781,2842,"11000976",01-NOV-19,51.04738660777,0,51.04738660777
1361,3440,"11094009",01-FEB-22,1175.545112641,1175.545112641,0
902,2961,"11018792",01-NOV-19,16.082135547,0,16.082135547
1164,3223,"11073107",01-NOV-19,0,0,0
671,2750,"10985813",01-NOV-19,12.273336135,0,12.273336135
4306,7064,"11753259",01-DEC-21,3.245504483,0,3.245504483
2068,4145,"11256461",01-DEC-21,23.454668572,23.454668572,0
2311,5548,"11281796",01-SEP-21,14.33916717,0,14.33916717
202,2581,"10918280",01-NOV-19,389.065712983,0,389.065712983
662,2741,"10974461",01-NOV-19,3663.2747348567479,3663.2747348567479,0
640,2718,"10968185",01-DEC-19,533.702161157,0,533.702161157
1222,3281,"11080174",01-DEC-19,133.105691191,0,133.105691191
22150,9013,"16298512",01-MAR-22,58.240641563,58.240641563,0
1483,3562,"11104795",01-DEC-19,0,0,0
715,2794,"10997492",01-DEC-19,22.681254844,0,22.681254844
904,2963,"11018963",01-DEC-19,75.136171849,0,75.136171849
181,2560,"10918043",01-DEC-19,89.099001467,0,89.099001467
20530,8309,"15317414",01-FEB-22,249.51514283,249.51514283,0
1202,3261,"11078992",01-DEC-21,240.298575729,240.298575729,0
662,2741,"10974461",01-DEC-19,3501.984279404,545.319279333,2956.665000071
720,2799,"10998068",01-DEC-21,523.479235762,523.479235762,0
5121,7540,"11956404",01-MAR-22,457.061463059,0,457.061463059
3302,6436,"11385053",01-OCT-21,458.596338497,0,458.596338497
1006,3065,"11046033",01-NOV-19,790.359436023,295.352628863,495.00680716
668,2747,"10970594",01-NOV-19,7.631139789,0,7.631139789
23230,9363,"17079630",01-OCT-21,3.6934537912,0,3.6934537912
4315,7071,"11753637",01-JAN-22,41.736034266,0,41.736034266
26579,11190,"17280454",01-JAN-22,28.062764043,0,28.062764043
4069,6947,"11741309",01-MAY-22,31.80296609,31.80296609,0
3932,6823,"11726572",01-MAY-22,176.055679729509,176.055679729509,0
1182,3241,"11076155",01-DEC-19,0.035208788,0,0.035208788
1114,3172,"11064019",01-NOV-19,410.246765571,59.641789255,350.604976316
19894,8061,"14876263",01-MAY-22,199.41153451,0,199.41153451
2513,5730,"11326983",01-MAY-22,382.757642238,382.757642238,0
706,2785,"10984119",01-DEC-19,52.755107832,0,52.755107832
902,2961,"11018792",01-DEC-19,18.870072465,0,18.870072465
986,3045,"11051503",01-DEC-19,89.723899726,0,89.723899726
285,2664,"10945760",01-DEC-19,237.177309821,237.177309821,0
961,3020,"11032757",01-DEC-19,65.350688518,0,65.350688518
1006,3065,"11046033",01-DEC-19,831.074456736,326.081263869,504.993192867
3808,6749,"11711946",01-FEB-22,0,0,0
268,2647,"10939973",01-DEC-19,8.675485656,0,8.675485656
3973,6846,"11729000",01-JAN-22,42.99417621,42.99417621,0
160,2544,"10921896",01-MAR-22,552.275194319,552.275194319,0
671,2750,"10985813",01-DEC-19,13.219361279,0,13.219361279
1384,3463,"11094418",01-DEC-19,3.743623271,0,3.743623271
1164,3223,"11073107",01-DEC-19,0,0,0
238,2617,"10927867",01-DEC-19,86.252252781,0,86.252252781
1301,3360,"11084517",01-JAN-20,112.776637461,0,112.776637461
148,2543,"10923812",01-JAN-20,929.399714449,489.365065246,440.034649203
869,2928,"11018091",01-JAN-20,5786.595067899,5786.595067899,0
4740,7307,"11786566",01-FEB-22,3.300826984,0,3.300826984
807,2868,"11006432",01-JAN-20,17.321761323,0,17.321761323
115,2514,"10915720",01-JAN-20,198.362957776,190.950319797,7.412637979
952,3011,"11025632",01-JAN-20,0,0,0
1081,3140,"11054367",01-JAN-20,12.608328152,0,12.608328152
1461,3540,"11106300",01-JAN-20,66.270642801,0,66.270642801
1182,3241,"11076155",01-JAN-20,0,0,0
113,2512,"10910255",01-JAN-20,71.565503135,0,71.565503135
904,2963,"11018963",01-JAN-20,71.881945155,0,71.881945155
1304,3363,"11084796",01-JAN-20,0,0,0
685,2765,"10990152",01-JAN-20,19.728122364,0,19.728122364
20589,8329,"15331622",01-MAY-22,985.198996985,985.198996985,0
122,2521,"10915758",01-JAN-20,99.780003895,0,99.780003895
613,2682,"10949943",01-JAN-20,20.184867839,0,20.184867839
1322,3381,"11086549",01-JAN-20,28.609081273,0,28.609081273
1592,3671,"11125746",01-JAN-20,7.066938658,0,7.066938658
628,2707,"10959607",01-JAN-20,3572.004854203,1049.041572125,2522.963282078
819,2880,"11010110",01-JAN-20,1.979485656,0,1.979485656
1164,3223,"11073107",01-JAN-20,0,0,0
927,2987,"11019738",01-JAN-20,612.918673246,214.631881064,398.286792182
1026,3085,"11052543",01-JAN-20,86.762301272,0,86.762301272
1685,3764,"11161701",01-JAN-20,0,0,0
1063,3122,"11058150",01-JAN-20,0,0,0
1183,3242,"11076109",01-JAN-20,127.705883154,0,127.705883154
1769,3847,"11171916",01-JAN-20,0,0,0
23151,9325,"16954873",01-DEC-21,128.761237738,0,128.761237738
1130,3188,"11066241",01-JAN-20,44.292941862,0,44.292941862
1278,3337,"11082895",01-JAN-20,5.281871239,0,5.281871239
1365,3444,"11094143",01-FEB-20,61.410134534,45.913970684,15.49616385
202,2581,"10918280",01-FEB-20,222.195693585,222.195693585,0
881,2940,"11018372",01-FEB-20,886.1034761746,886.1034761746,0
119,2518,"10910087",01-FEB-20,1.797047611,0,1.797047611
1193,3252,"11077314",01-FEB-20,2405.66233846071625,1038.356945097,1367.30539336371625
2601,5834,"11336660",01-JUN-22,1847.08429686,1847.08429686,0
1183,3242,"11076109",01-FEB-20,46.44742294,0,46.44742294
1762,3841,"11175688",01-FEB-20,29.5398271,0,29.5398271
264,2643,"10935881",01-FEB-20,144.46153699,0,144.46153699
1201,3260,"11078500",01-FEB-20,0,0,0
626,2705,"10961529",01-FEB-20,95.703084411,0,95.703084411
1021,3080,"11050279",01-FEB-20,1046.156278707,1046.156278707,0
792,2853,"11001768",01-FEB-20,52.282830106,0,52.282830106
669,2748,"10989660",01-FEB-20,321.70944176,0,321.70944176
117,2516,"10912057",01-FEB-20,431.314034808,431.314034808,0
981,3040,"11037588",01-JAN-20,245.37865512,0,245.37865512
1184,3243,"11076486",01-JAN-20,92.732278804,0,92.732278804
1006,3065,"11046033",01-JAN-20,831.074456733,831.074456733,0
951,3010,"11023834",01-JAN-20,33.348800002,0,33.348800002
681,2761,"10986004",01-FEB-20,3541.303378774,3541.303378774,0
933,2993,"11020400",01-FEB-20,81.783094393,0,81.783094393
19591,7922,"13194268",01-OCT-21,6366.473138689,0,6366.473138689
2806,6004,"11343460",01-APR-22,16842.902365849,12684.756374689,4158.14599116
708,2787,"10993482",01-FEB-20,11.574966483,0,11.574966483
122,2521,"10915758",01-FEB-20,95.768395369,0,95.768395369
4095,6958,"11743500",01-APR-22,3736.422457154,3126.223223001,610.199234153
222,2601,"10925509",01-FEB-20,128.795578672,79.545039234,49.250539438
1302,3361,"11084334",01-MAR-22,90.691300637,90.691300637,0
1084,3143,"11060386",01-FEB-20,37.895329007,0,37.895329007
1867,3945,"11225776",01-FEB-20,17.900213997,0,17.900213997
926,2986,"11019746",01-FEB-20,211.636270434,0,211.636270434
941,3000,"11020962",01-FEB-20,51.918303868,0,51.918303868
2808,6006,"11339618",01-APR-22,7.311763331,0,7.311763331
3792,6738,"11643748",01-APR-22,47.14622448,0,47.14622448
1661,3740,"11143648",01-FEB-20,0,0,0
1904,3982,"11232573",01-FEB-20,0,0,0
5031,7466,"11863047",01-APR-22,13.57875678,0,13.57875678
1023,3082,"11050121",01-FEB-20,0,0,0
1727,3805,"11164176",01-FEB-20,1.106708991,0,1.106708991
1845,3923,"11209702",01-FEB-20,0,0,0
788,2849,"11001532",01-FEB-20,16.683657396,15.964713236,0.71894416
237,2616,"10925808",01-FEB-20,16.078227002,0,16.078227002
641,2719,"10972447",01-FEB-20,24.934556337,0,24.934556337
684,2764,"10986029",01-FEB-20,182.767599435,0,182.767599435
1685,3764,"11161701",01-FEB-20,5.228976837,0,5.228976837
1384,3463,"11094418",01-FEB-20,318.927377722,0,318.927377722
1203,3262,"11078905",01-FEB-20,0,0,0
1164,3223,"11073107",01-FEB-20,0,0,0
1594,3673,"11129944",01-FEB-20,17.7999543886,0,17.7999543886
1204,3263,"11079065",01-FEB-20,56.004955436,0,56.004955436
1903,3981,"11236647",01-FEB-20,0.793733987,0,0.793733987
21523,8719,"15782350",01-JAN-22,60.612222748,0,60.612222748
238,2617,"10927867",01-FEB-20,47.684540123,0,47.684540123
4285,7048,"11754039",01-MAY-22,50.993723337,0,50.993723337
3084,6262,"11368061",01-JUN-22,970.334076138,0,970.334076138
2081,4160,"11256655",01-MAR-20,82.511367,0,82.511367
4698,7284,"11782628",01-JUN-22,0,0,0
2812,6010,"11343649",01-JUN-22,571.905913174,0,571.905913174
3434,6490,"11565900",01-JUN-22,2882.184034173,0,2882.184034173
1983,4062,"11248404",01-FEB-20,0.3218075,0,0.3218075
1241,3300,"11080613",01-MAR-20,18.698766,0,18.698766
809,2870,"11006396",01-MAR-20,104.769949212,0,104.769949212
626,2705,"10961529",01-MAR-20,102.303297127,0,102.303297127
1125,3184,"11064517",01-MAR-20,1036.609455,717.0751875,319.5342675
19935,8072,"15268453",01-FEB-22,367.74046988,0,367.74046988
1021,3080,"11050279",01-MAR-20,1107.899643273,977.418847402,130.480795871
807,2868,"11006432",01-MAR-20,33.961571692,0,33.961571692
23168,9338,"16954517",01-JAN-22,230.75859983,170.089512281,60.669087549
20233,8180,"15293849",01-MAY-22,101.426270363,101.426270363,0
113,2512,"10910255",01-MAR-20,81.346471767,0,81.346471767
950,3009,"11021449",01-FEB-20,523.010626983,0,523.010626983
681,2761,"10986004",01-MAR-20,3743.905072179,3331.346862625,412.558209554
1689,3768,"11157728",01-MAR-20,13.674910154,0,13.674910154
1264,3323,"11082237",01-MAR-20,34.979199055,0,34.979199055
951,3010,"11023834",01-FEB-20,59.197326206,0,59.197326206
1064,3123,"11060041",01-FEB-20,0,0,0
1932,4006,"11240238",01-FEB-20,0,0,0
21712,8827,"16042411",01-SEP-21,80.521015423,0,80.521015423
1162,3221,"11072320",01-MAR-20,9.381171467,0,9.381171467
674,2753,"10989974",01-MAR-20,12.316798386,0,12.316798386
931,2989,"11020033",01-MAR-20,41.488794019,0,41.488794019
19758,8022,"14032264",01-DEC-21,378.10915354,0,378.10915354
4501,7180,"11769048",01-DEC-21,23.790534941,0,23.790534941
1765,3843,"11173754",01-MAR-20,54.823423178,0,54.823423178
1725,3803,"11166254",01-MAR-20,5376.251537982,4900.299614658,475.951923324
1542,3621,"11109187",01-MAR-20,0,0,0
685,2765,"10990152",01-MAR-20,27.830589517,0,27.830589517
1727,3805,"11164176",01-MAR-20,1.183033748,0,1.183033748
1961,4037,"11251997",01-MAR-20,7.287516921,0,7.287516921
1006,3065,"11046033",01-MAR-20,854.013424485,832.622385402,21.391039083
20377,8253,"15304602",01-JAN-22,25.378500269,0,25.378500269
669,2748,"10989660",01-JUN-22,244.60054648,244.60054648,0
264,2643,"10935881",01-MAR-20,122.177493113,0,122.177493113
4253,7033,"11748736",01-JAN-22,7.015691003,0,7.015691003
1960,4036,"11251946",01-MAR-20,0,0,0
1274,3333,"11083044",01-MAR-20,8.600717403,0,8.600717403
2002,4078,"11248984",01-MAR-20,0,0,0
1887,3962,"11234483",01-MAR-20,0,0,0
3230,6385,"11389228",01-JUN-22,11.932903216,11.932903216,0
926,2986,"11019746",01-MAR-20,237.823430549,0,237.823430549
941,3000,"11020962",01-MAR-20,55.607565018,0,55.607565018
1555,3634,"11115503",01-MAR-20,117.128116787,0,117.128116787
2029,4105,"11257851",01-MAR-20,0,0,0
2123,4201,"11258977",01-MAR-20,3.26212477,0,3.26212477
1026,3085,"11052543",01-APR-20,137.674144581,0,137.674144581
2072,4149,"11256546",01-APR-20,6.48,0,6.48
1424,3503,"11099472",01-APR-20,26.42692263,0,26.42692263
684,2764,"10986029",01-APR-20,189.06993045,0,189.06993045
927,2987,"11019738",01-APR-20,175.17903027,0,175.17903027
2284,5516,"11281423",01-APR-20,0,0,0
237,2616,"10925808",01-APR-20,10.689436554,0,10.689436554
19358,7835,"12952263",01-JUN-22,216.16234492,0,216.16234492
637,2715,"10972168",01-APR-20,132.218664816,0,132.218664816
1765,3843,"11173754",01-APR-20,182.232474019,0,182.232474019
2342,5574,"11286610",01-APR-20,3.64370056,0,3.64370056
3133,6310,"11380329",01-MAR-22,17.437646971,0,17.437646971
2346,5576,"11290967",01-APR-20,0,0,0
955,3014,"11036126",01-APR-20,152.413210904,0,152.413210904
1007,3066,"11046123",01-APR-20,104.845369195,0,104.845369195
113,2512,"10910255",01-APR-20,95.023462777,0,95.023462777
2249,5480,"11274799",01-APR-20,66.24957838697,0,66.24957838697
1952,4030,"11243732",01-APR-20,126.746840186,0,126.746840186
1365,3444,"11094143",01-APR-20,0,0,0
626,2705,"10961529",01-APR-20,99.00319077,0,99.00319077
662,2741,"10974461",01-APR-20,2207.656187381,0,2207.656187381
1884,3959,"11237989",01-APR-20,122.861852186,0,122.861852186
825,2904,"11012797",01-APR-20,13.383120793,0,13.383120793
27958,11614,"17453527",01-JAN-22,25.11151458,0,25.11151458
2542,5761,"11323653",01-JAN-22,21.492697358,21.492697358,0
5121,7540,"11956404",01-JUN-22,774.47120209,0,774.47120209
2435,5644,"11307390",01-APR-20,0.01029765,0,0.01029765
1248,3307,"11080775",01-JUN-22,0,0,0
1264,3323,"11082237",01-MAY-20,59.847481031,0,59.847481031
181,2560,"10918043",01-MAY-20,208.585460807,0,208.585460807
1269,3328,"11082834",01-APR-20,13.561454075,0,13.561454075
2311,5548,"11281796",01-APR-20,12.940551041,0,12.940551041
745,2824,"10999478",01-MAY-20,269.608628988,0,269.608628988
1007,3066,"11046123",01-MAY-20,137.902880278,0,137.902880278
2310,5547,"11284090",01-MAY-20,59.43330636,0,59.43330636
115,2514,"10915720",01-MAY-20,2138.172235603,0,2138.172235603
1856,3930,"11220242",01-APR-20,0,0,0
984,3043,"11033414",01-APR-20,3.97208289,0,3.97208289
2451,5668,"11307521",01-MAY-20,0.117199296,0,0.117199296
952,3011,"11025632",01-MAY-20,0,0,0
1590,3669,"11125631",01-APR-20,0,0,0
2646,5859,"11337290",01-MAY-20,0,0,0
5128,7545,"11964283",01-JUN-22,0,0,0
1913,3989,"11233025",01-APR-20,91.172659138,0,91.172659138
23037,9286,"16825752",01-JUN-22,56.1907350044,56.1907350044,0
1982,4061,"11248440",01-APR-20,0,0,0
4253,7033,"11748736",01-JUN-22,32.795780786,0,32.795780786
22327,9028,"16394505",01-JUN-22,0.00056627,0,0.00056627
3782,6732,"11642874",01-JUN-22,58.702328123,0,58.702328123
1192,3251,"11077382",01-MAY-20,270.205318507,0,270.205318507
2143,4222,"11262049",01-MAY-20,16750.512127029,0,16750.512127029
1769,3847,"11171916",01-MAY-20,0,0,0
1142,3198,"11071710",01-MAY-20,99.850903013,0,99.850903013
2066,4143,"11260326",01-MAY-20,165.639203481,0,165.639203481
1595,3674,"11123915",01-MAY-20,14.828102993,0,14.828102993
1241,3300,"11080613",01-MAY-20,18.698766,0,18.698766
2347,5577,"11288816",01-APR-20,0,0,0
2251,5482,"11276619",01-MAY-20,4.40488683,0,4.40488683
2474,5689,"11321129",01-MAY-20,0,0,0
2005,4081,"11254039",01-APR-20,0.567853522,0,0.567853522
1874,3951,"11233670",01-APR-20,0,0,0
1184,3243,"11076486",01-APR-20,101.157542039,0,101.157542039
3761,6720,"11642249",01-JUN-22,1738.348653949,0,1738.348653949
822,2901,"11010944",01-APR-20,2.106928323,0,2.106928323
1302,3361,"11084334",01-JUN-22,82.244951632,82.244951632,0
21161,8549,"15376277",01-OCT-21,14.81822568,0,14.81822568
1902,3980,"11232576",01-MAY-20,37.346306191,0,37.346306191
902,2961,"11018792",01-MAY-20,19.687222266,0,19.687222266
2326,5561,"11290468",01-MAY-20,0,0,0
2384,5601,"11305966",01-MAY-20,15.261079838,0,15.261079838
1817,3893,"11195942",01-MAY-20,0.0020793841,0,0.0020793841
2445,5663,"11307545",01-MAY-20,29.692332705,0,29.692332705
1186,3245,"11076833",01-MAY-20,0,0,0
2323,5560,"11288296",01-MAY-20,11.2399209146,0,11.2399209146
1424,3503,"11099472",01-MAY-20,27.307820051,0,27.307820051
22719,9148,"16646531",01-JUN-22,432.667926445,432.667926445,0
2068,4145,"11256461",01-MAY-20,2.190325909,0,2.190325909
25675,10823,"17244565",01-JUN-22,4513.605046289,2467.096887053,2046.508159236
725,2805,"10999083",01-MAY-20,8822.96174817916,0,8822.96174817916
869,2928,"11018091",01-MAY-20,7780.855984927,0,7780.855984927
1952,4030,"11243732",01-MAY-20,955.449904285,0,955.449904285
2081,4160,"11256655",01-JUN-22,308.795772252,308.795772252,0
3776,6729,"11641918",01-OCT-21,55.16672487,0,55.16672487
1984,4063,"11248607",01-MAY-20,0,0,0
2644,5857,"11331626",01-MAY-20,0,0,0
5259,7650,"12230993",01-APR-22,16.616185717,0,16.616185717
5227,7634,"12238285",01-OCT-21,453.912252661,109.207383369,344.704869292
1874,3951,"11233670",01-MAY-20,0,0,0
1273,3332,"11083041",01-JUN-22,752.682076067,752.682076067,0
1705,3784,"11158037",01-MAY-20,0,0,0
2264,5502,"11275121",01-MAY-20,51.75168728,0,51.75168728
628,2707,"10959607",01-MAY-20,4221.827376274,0,4221.827376274
1114,3172,"11064019",01-MAY-20,464.404962232,0,464.404962232
1133,3191,"11069728",01-MAY-20,0,0,0
1983,4062,"11248404",01-MAY-20,143.778918016,0,143.778918016
1130,3188,"11066241",01-JUN-22,0,0,0
1063,3122,"11058150",01-MAY-20,62.548630808,0,62.548630808
808,2869,"11006419",01-MAY-20,17.946706372,0,17.946706372
2586,5822,"11330424",01-MAY-20,0,0,0
2451,5668,"11307521",01-JUN-22,85.814909521,85.814909521,0
30387,12396,"18352849",01-JUN-22,0,0,0
1541,3620,"11107426",01-MAY-20,15.9715224,0,15.9715224
3821,6760,"11711332",01-OCT-21,37.704734064,0,37.704734064
1528,3607,"11105426",01-MAY-20,0,0,0
955,3014,"11036126",01-JUN-20,474.841692029,0,474.841692029
113,2512,"10910255",01-JUN-20,1082.512273794,0,1082.512273794
2955,6152,"11351042",01-JUN-20,32.62756679,0,32.62756679
1269,3328,"11082834",01-JUN-20,16.67743182,0,16.67743182
2727,5924,"11342938",01-JUN-20,0,0,0
1182,3241,"11076155",01-JUN-20,0,0,0
2516,5733,"11323365",01-JUN-20,13.43567355,0,13.43567355
2201,4280,"11269933",01-JUN-20,666.806190948,0,666.806190948
809,2870,"11006396",01-JUN-20,160.296580097,0,160.296580097
2980,6172,"11356735",01-JUN-20,0,0,0
2702,5904,"11334533",01-JUN-20,12.932661655,0,12.932661655
2336,5570,"11284652",01-MAY-20,0,0,0
21712,8827,"16042411",01-JAN-22,0,0,0
2373,5590,"11301575",01-JUN-20,98.697991269798,0,98.697991269798
27508,11359,"17430652",01-JUN-22,209.4482956471,0,209.4482956471
2363,5582,"11285319",01-JUN-20,122.718036584,0,122.718036584
2690,5886,"11335821",01-JUN-20,195.656014182,0,195.656014182
19603,7930,"13246295",01-JUN-22,1268.42975468897,0,1268.42975468897
826,2905,"11012809",01-JUN-20,297.706909406,0,297.706909406
2081,4160,"11256655",01-JUN-20,159.69942,0,159.69942
1278,3337,"11082895",01-JUN-20,43.93722957,0,43.93722957
20540,8310,"15317356",01-JUN-22,18.559090524,0,18.559090524
284,2663,"10941656",01-JUN-20,12691.68836465965,2006.8406568577,10684.84770780195
29630,12251,"17889642",01-JUN-22,92.0844390891,0,92.0844390891
2126,4204,"11261807",01-JUN-20,0.58867353,0,0.58867353
1590,3669,"11125631",01-JUN-20,0,0,0
1983,4062,"11248404",01-JUN-20,109.1306088,0,109.1306088
1722,3801,"11167741",01-JUN-20,14.18011353,0,14.18011353
2883,6080,"11346392",01-JUN-20,4.474692959,0,4.474692959
2649,5862,"11337413",01-JUN-20,564.610156711,0,564.610156711
283,2662,"10934386",01-JUN-20,45.79624422,0,45.79624422
27045,11307,"17336311",01-JUN-22,14.408192359,0,14.408192359
2602,5835,"11330548",01-JUN-20,64.94330073,0,64.94330073
2427,5631,"11310989",01-JUN-22,9.973333335,9.973333335,0
1969,4043,"11248293",01-JUN-20,22.62372342,0,22.62372342
1267,3326,"11082483",01-JUN-20,13.920317411,0,13.920317411
2760,5948,"11343107",01-JUN-20,3.426921197,0,3.426921197
1105,3164,"11063832",01-JUN-20,74.50689363,0,74.50689363
961,3020,"11032757",01-JUN-20,54.56079534,0,54.56079534
684,2764,"10986029",01-JUN-20,189.06993045,0,189.06993045
2223,4302,"11276036",01-JUN-20,94.138932946,0,94.138932946
3101,6272,"11373096",01-JAN-22,0,0,0
2587,5823,"11328573",01-JUN-20,12.80124,0,12.80124
2925,6124,"11350856",01-JUN-20,1.430655,0,1.430655
2691,5887,"11334263",01-JUN-20,36.42397158,0,36.42397158
814,2875,"11009951",01-JUN-20,239.839344147,0,239.839344147
637,2715,"10972168",01-JUN-20,181.646583644,0,181.646583644
1725,3803,"11166254",01-JUN-20,5878.7201262,0,5878.7201262
2225,4303,"11275957",01-JUN-20,35.238719515,0,35.238719515
2284,5516,"11281423",01-JUN-20,5.35326087,0,5.35326087
2072,4149,"11256546",01-JUN-20,6.470895,0,6.470895
233,2612,"10927823",01-JUN-20,7512.189092965,0,7512.189092965
1892,3966,"11234542",01-JUN-20,21.5656026,0,21.5656026
1990,4068,"11252624",01-JUN-20,1.497424235,0,1.497424235
792,2853,"11001768",01-JUL-20,55.752545342,0,55.752545342
1267,3326,"11082483",01-JUL-20,302.03436368,0,302.03436368
2577,5794,"11323812",01-JUL-20,52.057783998,0,52.057783998
27715,11572,"17427248",01-APR-22,5323.70543949,0,5323.70543949
1084,3143,"11060386",01-JUN-20,222.027411717,0,222.027411717
830,2909,"11015502",01-JUN-20,362.17482828,0,362.17482828
2336,5570,"11284652",01-JUN-20,0,0,0
1322,3381,"11086549",01-JUN-20,28.64887137,0,28.64887137
1727,3805,"11164176",01-JUN-20,1.14487137,0,1.14487137
1871,3949,"11233570",01-JUN-20,53.75875824,0,53.75875824
1591,3670,"11119734",01-JUN-20,14.0183226,0,14.0183226
2017,4091,"11253404",01-JUN-20,88.3072174485,0,88.3072174485
20664,8361,"15339788",01-OCT-21,3.654487018,0,3.654487018
3832,6771,"11712503",01-JUN-22,43.346730931,0,43.346730931
2736,5932,"11340703",01-JUN-20,25.003777026,0,25.003777026
2709,5906,"11334596",01-JUN-20,28.170263167,0,28.170263167
2279,5512,"11283147",01-JUN-20,6.474588355,0,6.474588355
1874,3951,"11233670",01-JUN-20,0,0,0
30831,12489,"18393975",01-JUN-22,172.709752045,0,172.709752045
23168,9338,"16954517",01-JUN-22,933.482724612,933.482724612,0
2951,6149,"11349029",01-JUL-20,468.334793007,29.690460305,438.644332702
2125,4203,"11257020",01-JUL-20,215.387107357,0,215.387107357
117,2516,"10912057",01-JUL-20,1375.465743833,3.856873593,1371.60887024
3126,6304,"11374112",01-JUL-20,0.229343376,0,0.229343376
1124,3183,"11066228",01-JUL-20,39.45144146443,0,39.45144146443
3170,6347,"11377018",01-JUL-20,17.194913487,0,17.194913487
